Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date
4429,Marketing,Non-compliance,Low,2022-04-23
4430,IT,Non-compliance,High,2022-12-26
4431,Operations,Non-compliance,High,2022-07-26
4432,Operations,Non-compliance,Low,2022-07-20
4433,HR,Control Weakness,High,2022-06-05
4434,IT,Control Weakness,Low,2022-02-22
4435,HR,Control Weakness,Low,2022-03-31
4436,Operations,Control Weakness,High,2022-12-05
4437,IT,Control Weakness,Medium,2022-02-12
4438,Marketing,Fraudulent Activity,Low,2022-06-28
4439,Operations,Fraudulent Activity,Low,2022-07-23
4440,Marketing,Control Weakness,Low,2022-08-16
4441,HR,Fraudulent Activity,Low,2022-05-29
4442,IT,Control Weakness,High,2022-11-12
4443,HR,Non-compliance,Low,2022-05-12
4444,Marketing,Control Weakness,Medium,2022-02-26
4445,IT,Fraudulent Activity,Low,2022-01-18
4446,Finance,Non-compliance,Medium,2022-10-19
4447,Operations,Control Weakness,Medium,2022-08-01
4448,HR,Fraudulent Activity,High,2022-03-24
4449,Finance,Fraudulent Activity,Low,2022-01-30
4450,Marketing,Control Weakness,High,2022-08-04
4451,HR,Control Weakness,High,2022-05-20
4452,HR,Control Weakness,Medium,2022-01-19
4453,Finance,Control Weakness,Low,2022-11-29
4454,HR,Non-compliance,High,2022-07-29
4455,Operations,Fraudulent Activity,Low,2022-09-08
4456,Marketing,Control Weakness,Medium,2022-05-08
4457,IT,Non-compliance,High,2022-12-31
4458,Finance,Control Weakness,Medium,2022-07-01
4459,Marketing,Non-compliance,Low,2022-07-08
4460,Marketing,Non-compliance,Low,2022-07-29
4461,IT,Fraudulent Activity,Low,2022-12-05
4462,HR,Control Weakness,High,2022-10-06
4463,Operations,Fraudulent Activity,High,2022-06-15
4464,Marketing,Non-compliance,Low,2022-01-23
4465,Operations,Control Weakness,High,2022-09-26
4466,Marketing,Fraudulent Activity,Low,2022-03-03
4467,IT,Fraudulent Activity,Low,2022-10-07
4468,Marketing,Control Weakness,Medium,2022-03-16
4469,Operations,Non-compliance,Medium,2022-12-13
4470,IT,Fraudulent Activity,High,2022-11-15
4471,Marketing,Control Weakness,Low,2022-12-16
4472,Finance,Control Weakness,Medium,2022-09-05
4473,Operations,Fraudulent Activity,Low,2022-11-20
4474,IT,Control Weakness,Low,2022-08-20
4475,Operations,Control Weakness,Low,2022-07-26
4476,Operations,Fraudulent Activity,Medium,2022-04-17
4477,HR,Non-compliance,Medium,2022-04-07
4478,HR,Fraudulent Activity,High,2022-11-14
4479,IT,Control Weakness,High,2022-10-10
4480,IT,Non-compliance,High,2022-12-18
4481,Marketing,Fraudulent Activity,High,2022-11-06
4482,HR,Fraudulent Activity,High,2022-07-12
4483,Finance,Control Weakness,Low,2022-05-16
4484,IT,Non-compliance,Low,2022-12-17
4485,HR,Fraudulent Activity,Low,2022-06-14
4486,Marketing,Fraudulent Activity,Low,2022-02-23
4487,Marketing,Fraudulent Activity,Medium,2022-05-24
4488,Marketing,Non-compliance,Low,2022-09-19
4489,Finance,Fraudulent Activity,Medium,2022-10-01
4490,IT,Fraudulent Activity,Low,2022-10-01
4491,IT,Fraudulent Activity,High,2022-03-17
4492,Finance,Fraudulent Activity,High,2022-05-24
4493,Operations,Control Weakness,High,2022-09-16
4494,HR,Control Weakness,Medium,2022-01-11
4495,Operations,Control Weakness,High,2022-03-10
4496,Marketing,Control Weakness,Low,2022-03-27
4497,IT,Non-compliance,Medium,2022-07-09
4498,Operations,Control Weakness,High,2022-01-05
4499,HR,Non-compliance,Low,2022-02-04
4500,HR,Control Weakness,High,2022-09-14
4501,IT,Fraudulent Activity,Low,2022-07-11
4502,Marketing,Non-compliance,Medium,2022-11-09
4503,Operations,Control Weakness,High,2022-03-27
4504,IT,Non-compliance,High,2022-01-31
4505,Finance,Non-compliance,High,2022-06-04
4506,Marketing,Fraudulent Activity,Medium,2022-08-07
4507,Finance,Non-compliance,Medium,2022-04-27
4508,Marketing,Non-compliance,Medium,2022-05-25
4509,HR,Fraudulent Activity,Medium,2022-10-19
4510,Operations,Fraudulent Activity,Low,2022-02-03
4511,Finance,Control Weakness,Low,2022-07-09
4512,Finance,Non-compliance,Low,2022-02-07
4513,Marketing,Fraudulent Activity,Low,2022-12-06
4514,Marketing,Control Weakness,High,2022-11-18
4515,Marketing,Fraudulent Activity,Low,2022-08-17
4516,Marketing,Fraudulent Activity,Low,2022-07-24
4517,HR,Fraudulent Activity,Low,2022-02-09
4518,Marketing,Non-compliance,Medium,2022-01-15
4519,HR,Control Weakness,High,2022-09-02
4520,IT,Fraudulent Activity,Low,2022-01-29
4521,Operations,Non-compliance,Low,2022-09-27
4522,Finance,Control Weakness,High,2022-01-29
4523,HR,Control Weakness,Medium,2022-11-20
4524,Marketing,Fraudulent Activity,Medium,2022-12-07
4525,Operations,Control Weakness,High,2022-06-14
4526,Finance,Fraudulent Activity,High,2022-11-19
4527,IT,Fraudulent Activity,Medium,2022-10-31
4528,IT,Control Weakness,Medium,2022-04-14
4529,Finance,Non-compliance,Medium,2022-01-04
4530,Finance,Fraudulent Activity,Medium,2022-04-22
4531,Finance,Non-compliance,Medium,2022-01-20
4532,Operations,Fraudulent Activity,Low,2022-05-22
4533,Marketing,Non-compliance,High,2022-12-26
4534,IT,Control Weakness,Medium,2022-10-20
4535,HR,Control Weakness,High,2022-10-12
4536,Operations,Fraudulent Activity,Low,2022-05-21
4537,Marketing,Non-compliance,Low,2022-05-12
4538,HR,Control Weakness,Low,2022-10-27
4539,Finance,Control Weakness,Low,2022-02-11
4540,Marketing,Fraudulent Activity,Medium,2022-01-27
4541,Operations,Fraudulent Activity,Medium,2022-03-20
4542,Operations,Control Weakness,High,2022-04-20
4543,IT,Non-compliance,Low,2022-11-07
4544,Finance,Control Weakness,Low,2022-04-12
4545,Operations,Fraudulent Activity,High,2022-10-31
4546,Operations,Non-compliance,High,2022-10-08
4547,Finance,Control Weakness,High,2022-07-29
4548,IT,Control Weakness,High,2022-02-02
4549,IT,Non-compliance,Low,2022-11-24
4550,HR,Non-compliance,High,2022-05-20
4551,Operations,Non-compliance,High,2022-06-03
4552,Marketing,Control Weakness,Low,2022-12-26
4553,IT,Non-compliance,High,2022-07-25
4554,IT,Control Weakness,High,2022-04-09
4555,HR,Control Weakness,Low,2022-10-23
4556,Marketing,Non-compliance,Medium,2022-01-18
4557,HR,Control Weakness,High,2022-12-31
4558,IT,Non-compliance,Medium,2022-04-30
4559,Marketing,Fraudulent Activity,High,2022-06-23
4560,Marketing,Fraudulent Activity,High,2022-04-19
4561,Marketing,Control Weakness,High,2022-06-01
4562,Finance,Non-compliance,High,2022-02-02
4563,Operations,Control Weakness,Low,2022-08-20
4564,Operations,Fraudulent Activity,High,2022-01-19
4565,Operations,Control Weakness,Medium,2022-06-11
4566,Marketing,Non-compliance,Medium,2022-09-19
4567,IT,Control Weakness,Medium,2022-09-13
4568,Finance,Non-compliance,Medium,2022-10-21
4569,HR,Non-compliance,Medium,2022-01-20
4570,IT,Non-compliance,Medium,2022-03-08
4571,IT,Non-compliance,High,2022-07-27
4572,Finance,Fraudulent Activity,Medium,2022-08-28
4573,IT,Non-compliance,Medium,2022-11-19
4574,Marketing,Fraudulent Activity,Low,2022-03-28
4575,Marketing,Non-compliance,High,2022-05-02
4576,HR,Non-compliance,Low,2022-12-27
4577,IT,Non-compliance,High,2022-03-30
4578,HR,Fraudulent Activity,Medium,2022-08-17
4579,Finance,Control Weakness,High,2022-11-27
4580,Finance,Fraudulent Activity,Low,2022-05-25
4581,Finance,Non-compliance,High,2022-07-11
4582,HR,Fraudulent Activity,High,2022-05-05
4583,Marketing,Fraudulent Activity,High,2022-02-05
4584,IT,Fraudulent Activity,Low,2022-01-08
4585,Marketing,Fraudulent Activity,High,2022-05-24
4586,Operations,Fraudulent Activity,Low,2022-07-18
4587,Finance,Control Weakness,Low,2022-04-09
4588,IT,Control Weakness,Medium,2022-08-07
4589,IT,Fraudulent Activity,High,2022-06-11
4590,HR,Control Weakness,High,2022-03-30
4591,Operations,Non-compliance,Medium,2022-07-15
4592,Finance,Control Weakness,Medium,2022-01-18
4593,Finance,Fraudulent Activity,Low,2022-09-21
4594,HR,Non-compliance,Medium,2022-05-22
4595,IT,Non-compliance,Medium,2022-04-09
4596,Marketing,Fraudulent Activity,High,2022-08-30
4597,Operations,Non-compliance,Low,2022-01-16
4598,Operations,Non-compliance,High,2022-03-07
4599,IT,Control Weakness,High,2022-05-01
4600,Marketing,Fraudulent Activity,Medium,2022-02-23
4601,Finance,Non-compliance,Medium,2022-07-08
4602,Finance,Fraudulent Activity,High,2022-08-15
4603,IT,Control Weakness,Low,2022-10-09
4604,Marketing,Fraudulent Activity,Low,2022-01-09
4605,Operations,Non-compliance,Medium,2022-11-26
4606,HR,Non-compliance,High,2022-03-15
4607,HR,Non-compliance,High,2022-04-03
4608,HR,Control Weakness,Medium,2022-08-09
4609,IT,Fraudulent Activity,High,2022-06-06
4610,Operations,Control Weakness,Medium,2022-05-25
4611,HR,Non-compliance,Medium,2022-11-09
4612,IT,Fraudulent Activity,Low,2022-10-16
4613,Finance,Non-compliance,High,2022-01-24
4614,IT,Non-compliance,Medium,2022-07-20
4615,Finance,Control Weakness,Medium,2022-10-22
4616,HR,Control Weakness,Low,2022-03-29
4617,HR,Control Weakness,Medium,2022-12-02
4618,IT,Control Weakness,Low,2022-03-31
4619,IT,Fraudulent Activity,High,2022-05-08
4620,HR,Fraudulent Activity,Low,2022-07-12
4621,Marketing,Non-compliance,High,2022-08-16
4622,Marketing,Control Weakness,Low,2022-10-18
4623,Finance,Control Weakness,Medium,2022-07-09
4624,Marketing,Non-compliance,Medium,2022-04-02
4625,Marketing,Control Weakness,Low,2022-05-01
4626,Marketing,Non-compliance,Medium,2022-01-24
4627,Operations,Control Weakness,High,2022-07-12
4628,Marketing,Fraudulent Activity,Low,2022-01-19
4629,HR,Control Weakness,Medium,2022-09-30
4630,IT,Control Weakness,Low,2022-07-09
4631,Operations,Control Weakness,Low,2022-02-27
4632,Operations,Fraudulent Activity,High,2022-09-05
4633,Finance,Control Weakness,Medium,2022-05-09
4634,IT,Non-compliance,Low,2022-08-12
4635,HR,Control Weakness,Low,2022-05-04
4636,Finance,Control Weakness,Low,2022-11-11
4637,Operations,Non-compliance,High,2022-04-24
4638,Finance,Control Weakness,High,2022-12-21
4639,Marketing,Non-compliance,High,2022-05-17
4640,IT,Fraudulent Activity,High,2022-09-24
4641,Finance,Control Weakness,High,2022-11-19
4642,Marketing,Control Weakness,High,2022-06-26
4643,Marketing,Non-compliance,Medium,2022-01-24
4644,Finance,Fraudulent Activity,High,2022-07-19
4645,Finance,Non-compliance,Medium,2022-04-13
4646,HR,Control Weakness,High,2022-01-22
4647,HR,Control Weakness,Medium,2022-08-27
4648,Operations,Control Weakness,High,2022-11-12
4649,HR,Control Weakness,Medium,2022-10-02
4650,HR,Non-compliance,Low,2022-02-25
4651,IT,Non-compliance,High,2022-12-08
4652,Marketing,Control Weakness,Medium,2022-03-03
4653,Finance,Control Weakness,High,2022-06-22
4654,Operations,Fraudulent Activity,Low,2022-07-31
4655,IT,Control Weakness,Medium,2022-08-27
4656,IT,Non-compliance,Medium,2022-07-04
4657,Operations,Control Weakness,Low,2022-12-03
4658,HR,Fraudulent Activity,High,2022-04-21
4659,IT,Non-compliance,Medium,2022-05-18
4660,Marketing,Fraudulent Activity,Low,2022-02-15
4661,Finance,Fraudulent Activity,High,2022-06-09
4662,Marketing,Control Weakness,Medium,2022-05-08
4663,IT,Non-compliance,High,2022-03-20
4664,HR,Non-compliance,Medium,2022-11-10
4665,Finance,Fraudulent Activity,High,2022-10-14
4666,IT,Fraudulent Activity,Low,2022-09-13
4667,Operations,Fraudulent Activity,Medium,2022-05-17
4668,HR,Fraudulent Activity,High,2022-02-10
4669,Marketing,Non-compliance,Medium,2022-03-29
4670,Finance,Non-compliance,High,2022-11-22
4671,IT,Non-compliance,Low,2022-04-03
4672,HR,Non-compliance,Medium,2022-10-18
4673,Operations,Control Weakness,High,2022-01-30
4674,Finance,Non-compliance,High,2022-07-09
4675,Finance,Non-compliance,Medium,2022-04-17
4676,IT,Fraudulent Activity,Medium,2022-10-10
4677,IT,Non-compliance,Low,2022-12-22
4678,Finance,Non-compliance,Low,2022-01-05
4679,Finance,Control Weakness,High,2022-07-09
4680,HR,Non-compliance,Low,2022-07-20
4681,HR,Non-compliance,High,2022-11-30
4682,Finance,Control Weakness,High,2022-08-25
4683,Marketing,Non-compliance,Low,2022-07-04
4684,Finance,Fraudulent Activity,High,2023-01-01
4685,HR,Control Weakness,High,2023-01-01
4686,Marketing,Non-compliance,Low,2022-08-23
4687,Operations,Control Weakness,Low,2022-04-28
4688,IT,Fraudulent Activity,High,2022-12-21
4689,Finance,Control Weakness,Medium,2022-01-11
4690,Marketing,Fraudulent Activity,Medium,2022-04-28
4691,Finance,Control Weakness,Medium,2022-10-04
4692,HR,Non-compliance,Medium,2022-08-26
4693,Finance,Control Weakness,Medium,2022-10-16
4694,Finance,Control Weakness,Low,2022-05-19
4695,Finance,Fraudulent Activity,Medium,2022-09-17
4696,IT,Control Weakness,Low,2022-11-20
4697,Operations,Non-compliance,High,2022-05-08
4698,Operations,Non-compliance,High,2022-07-04
4699,Operations,Control Weakness,Low,2022-06-19
4700,Marketing,Control Weakness,Medium,2022-01-05
4701,Finance,Fraudulent Activity,Medium,2022-11-06
4702,Marketing,Non-compliance,Low,2022-03-06
4703,Operations,Fraudulent Activity,Medium,2022-08-14
4704,IT,Non-compliance,Medium,2022-06-16
4705,Marketing,Non-compliance,High,2022-05-06
4706,IT,Non-compliance,Medium,2022-03-09
4707,HR,Fraudulent Activity,Medium,2022-02-26
4708,Marketing,Non-compliance,High,2022-11-25
4709,HR,Fraudulent Activity,Medium,2022-03-24
4710,Finance,Non-compliance,Medium,2022-07-10
4711,IT,Non-compliance,High,2022-08-19
4712,Operations,Fraudulent Activity,High,2022-04-25
4713,Operations,Fraudulent Activity,High,2022-06-25
4714,Operations,Control Weakness,Low,2022-02-05
4715,IT,Control Weakness,High,2022-11-20
4716,IT,Non-compliance,Low,2022-02-16
4717,Operations,Non-compliance,Medium,2022-10-26
4718,Finance,Fraudulent Activity,High,2022-09-27
4719,IT,Fraudulent Activity,High,2022-08-02
4720,HR,Fraudulent Activity,High,2022-10-27
4721,Finance,Non-compliance,Medium,2022-04-12
4722,Operations,Fraudulent Activity,Medium,2022-08-29
4723,Operations,Control Weakness,Medium,2022-10-27
4724,Finance,Non-compliance,Low,2022-11-25
4725,IT,Fraudulent Activity,High,2022-04-28
4726,IT,Fraudulent Activity,Low,2022-06-25
4727,HR,Fraudulent Activity,Low,2022-12-02
4728,Operations,Non-compliance,High,2022-08-05
4729,Marketing,Fraudulent Activity,High,2022-03-08
4730,IT,Non-compliance,Medium,2022-07-10
4731,Operations,Non-compliance,Low,2022-04-26
4732,HR,Non-compliance,High,2022-11-17
4733,Marketing,Fraudulent Activity,Low,2022-09-09
4734,IT,Control Weakness,Low,2022-09-14
4735,Marketing,Non-compliance,Low,2022-05-18
4736,HR,Fraudulent Activity,Medium,2022-09-17
4737,Operations,Control Weakness,Medium,2022-08-06
4738,Marketing,Fraudulent Activity,Medium,2022-12-29
4739,Operations,Fraudulent Activity,High,2022-07-31
4740,Operations,Fraudulent Activity,Medium,2022-02-22
4741,IT,Control Weakness,High,2022-06-06
4742,Operations,Non-compliance,High,2022-02-16
4743,HR,Fraudulent Activity,Medium,2022-11-23
4744,Finance,Control Weakness,High,2022-04-09
4745,Marketing,Fraudulent Activity,Low,2022-02-17
4746,Operations,Fraudulent Activity,Medium,2022-04-05
4747,Marketing,Fraudulent Activity,Low,2022-05-17
4748,HR,Non-compliance,Medium,2022-03-06
4749,IT,Fraudulent Activity,Medium,2022-02-12
4750,HR,Control Weakness,High,2022-09-19
4751,Marketing,Control Weakness,Medium,2022-07-04
4752,Operations,Non-compliance,Medium,2022-02-06
4753,Finance,Non-compliance,High,2022-06-01
4754,Operations,Fraudulent Activity,Low,2022-07-29
4755,Finance,Fraudulent Activity,High,2022-04-06
4756,Marketing,Control Weakness,Medium,2022-01-26
4757,Marketing,Non-compliance,Low,2022-02-09
4758,Operations,Fraudulent Activity,High,2022-08-18
4759,HR,Fraudulent Activity,High,2022-12-16
4760,HR,Control Weakness,Low,2022-11-18
4761,HR,Fraudulent Activity,High,2022-01-17
4762,IT,Non-compliance,High,2022-01-02
4763,Finance,Control Weakness,Low,2022-03-26
4764,Finance,Control Weakness,Medium,2022-10-24
4765,Operations,Control Weakness,Medium,2022-03-07
4766,Operations,Control Weakness,Medium,2022-04-04
4767,Finance,Non-compliance,High,2022-08-27
4768,Finance,Non-compliance,Low,2022-03-17
4769,Operations,Control Weakness,Low,2022-12-16
4770,Finance,Fraudulent Activity,Medium,2022-12-19
4771,Marketing,Control Weakness,Low,2022-12-25
4772,Operations,Fraudulent Activity,High,2022-06-22
4773,Operations,Control Weakness,High,2022-07-31
4774,Marketing,Non-compliance,High,2022-08-02
4775,Operations,Control Weakness,Low,2022-12-05
4776,HR,Non-compliance,High,2022-07-06
4777,Marketing,Control Weakness,Low,2022-09-28
4778,Operations,Fraudulent Activity,Medium,2022-07-13
4779,IT,Control Weakness,High,2022-01-16
4780,HR,Control Weakness,High,2022-11-21
4781,Operations,Non-compliance,High,2022-04-23
4782,IT,Control Weakness,Low,2022-05-30
4783,Marketing,Control Weakness,Low,2022-11-04
4784,Marketing,Non-compliance,High,2022-03-05
4785,IT,Fraudulent Activity,High,2022-12-22
4786,IT,Control Weakness,Low,2022-07-28
4787,Marketing,Non-compliance,Low,2022-04-17
4788,HR,Fraudulent Activity,Low,2022-12-11
4789,Finance,Non-compliance,Low,2022-03-08
4790,Finance,Fraudulent Activity,Medium,2022-10-05
4791,Marketing,Non-compliance,High,2022-06-08
4792,IT,Control Weakness,High,2022-03-16
4793,IT,Control Weakness,Low,2022-04-12
4794,Marketing,Fraudulent Activity,Medium,2022-12-15
4795,IT,Control Weakness,Low,2022-03-26
4796,HR,Non-compliance,Low,2022-04-22
4797,HR,Non-compliance,High,2022-11-29
4798,Finance,Fraudulent Activity,Medium,2022-08-03
4799,Finance,Non-compliance,Low,2022-07-30
4800,Marketing,Non-compliance,Medium,2022-01-29
4801,IT,Fraudulent Activity,Medium,2022-10-03
4802,HR,Fraudulent Activity,Medium,2022-06-17
4803,Operations,Control Weakness,High,2022-04-19
4804,Marketing,Fraudulent Activity,Medium,2022-02-25
4805,Finance,Non-compliance,Medium,2022-01-26
4806,Operations,Fraudulent Activity,High,2022-08-28
4807,IT,Non-compliance,Low,2022-08-06
4808,HR,Non-compliance,Medium,2022-01-03
4809,Operations,Control Weakness,Low,2022-06-27
4810,Operations,Control Weakness,Medium,2022-06-24
4811,Operations,Fraudulent Activity,Medium,2022-05-24
4812,Marketing,Fraudulent Activity,Medium,2022-01-13
4813,Marketing,Fraudulent Activity,Low,2022-04-13
4814,Operations,Control Weakness,Medium,2022-07-24
4815,IT,Non-compliance,High,2022-01-04
4816,Marketing,Fraudulent Activity,Medium,2022-05-06
4817,IT,Non-compliance,Low,2022-12-04
4818,IT,Fraudulent Activity,Low,2022-01-30
4819,Operations,Non-compliance,Low,2022-02-05
4820,Operations,Fraudulent Activity,Medium,2022-04-12
4821,Operations,Control Weakness,High,2022-07-06
4822,HR,Control Weakness,Medium,2022-07-05
4823,Operations,Fraudulent Activity,High,2022-02-12
4824,IT,Fraudulent Activity,Low,2022-04-03
4825,IT,Control Weakness,High,2022-08-25
4826,Operations,Fraudulent Activity,High,2022-10-30
4827,IT,Non-compliance,High,2022-09-25
4828,IT,Control Weakness,Medium,2022-12-18
4829,HR,Control Weakness,Medium,2022-01-24
4830,IT,Control Weakness,Medium,2022-10-18
4831,IT,Fraudulent Activity,Low,2022-11-18
4832,Marketing,Fraudulent Activity,Medium,2022-11-28
4833,Operations,Fraudulent Activity,Low,2022-08-27
4834,Marketing,Fraudulent Activity,High,2022-05-21
4835,IT,Control Weakness,Medium,2022-02-22
4836,Operations,Control Weakness,High,2022-04-16
4837,IT,Control Weakness,Medium,2022-10-27
4838,Operations,Non-compliance,Low,2022-12-21
4839,HR,Non-compliance,High,2022-01-12
4840,HR,Control Weakness,Low,2022-04-06
4841,HR,Control Weakness,Medium,2022-10-12
4842,Finance,Control Weakness,Low,2022-03-01
4843,Finance,Fraudulent Activity,Low,2022-11-11
4844,Marketing,Fraudulent Activity,High,2022-05-02
4845,Marketing,Control Weakness,Low,2022-06-01
4846,Marketing,Control Weakness,Medium,2022-07-11
4847,Operations,Non-compliance,High,2022-11-30
4848,IT,Control Weakness,Low,2022-03-18
4849,Finance,Control Weakness,High,2022-11-28
4850,Marketing,Non-compliance,High,2022-12-27
4851,Finance,Non-compliance,Low,2022-02-25
4852,Operations,Non-compliance,Medium,2022-12-24
4853,IT,Control Weakness,Medium,2022-11-08
4854,Marketing,Fraudulent Activity,Medium,2022-01-13
4855,IT,Non-compliance,Low,2022-09-08
4856,Marketing,Control Weakness,Low,2022-12-04
4857,IT,Non-compliance,High,2022-07-20
4858,Operations,Control Weakness,Low,2022-05-26
4859,IT,Non-compliance,Low,2022-04-20
4860,IT,Control Weakness,High,2022-08-26
4861,HR,Non-compliance,Low,2022-02-17
4862,Operations,Fraudulent Activity,Medium,2022-12-31
4863,Finance,Fraudulent Activity,Low,2022-11-27
4864,IT,Non-compliance,Medium,2022-03-10
4865,IT,Non-compliance,Low,2022-09-07
4866,Operations,Fraudulent Activity,Medium,2022-11-27
4867,Operations,Non-compliance,Medium,2022-05-02
4868,Marketing,Non-compliance,High,2022-10-12
4869,Marketing,Non-compliance,Medium,2022-02-16
4870,Finance,Non-compliance,High,2022-07-14
4871,HR,Non-compliance,Medium,2022-05-11
4872,HR,Non-compliance,Low,2022-04-23
4873,HR,Control Weakness,High,2022-11-18
4874,Marketing,Control Weakness,Medium,2022-06-18
4875,Finance,Control Weakness,Medium,2022-10-25
4876,Operations,Fraudulent Activity,High,2022-09-18
4877,HR,Control Weakness,Low,2022-07-09
4878,Operations,Non-compliance,High,2022-06-04
4879,IT,Control Weakness,Low,2022-07-04
4880,IT,Control Weakness,Medium,2022-12-29
4881,IT,Non-compliance,Low,2022-10-06
4882,IT,Fraudulent Activity,Medium,2022-07-01
4883,HR,Control Weakness,Medium,2022-10-30
4884,Operations,Fraudulent Activity,Medium,2022-10-04
4885,Marketing,Fraudulent Activity,High,2022-10-25
4886,Marketing,Fraudulent Activity,Medium,2022-08-05
4887,Finance,Fraudulent Activity,Medium,2022-08-14
4888,IT,Non-compliance,Low,2022-04-14
4889,Marketing,Control Weakness,Medium,2022-06-19
4890,IT,Fraudulent Activity,Medium,2022-02-15
4891,Marketing,Control Weakness,Low,2022-07-18
4892,IT,Fraudulent Activity,Low,2022-03-16
4893,Marketing,Control Weakness,High,2022-03-15
4894,Finance,Control Weakness,High,2022-01-21
4895,IT,Control Weakness,High,2022-03-27
4896,Marketing,Non-compliance,Low,2022-11-20
4897,HR,Control Weakness,Medium,2022-11-29
4898,Finance,Control Weakness,High,2022-08-06
4899,HR,Non-compliance,High,2022-04-09
4900,HR,Control Weakness,High,2022-05-15
4901,Finance,Fraudulent Activity,Low,2022-01-05
4902,Marketing,Control Weakness,High,2022-07-21
4903,Finance,Non-compliance,Low,2022-07-02
4904,Marketing,Control Weakness,Low,2022-12-23
4905,IT,Non-compliance,High,2022-04-09
4906,HR,Control Weakness,Medium,2022-01-10
4907,HR,Fraudulent Activity,High,2022-05-07
4908,Finance,Non-compliance,Low,2023-01-01
4909,Finance,Fraudulent Activity,High,2022-10-26
4910,Finance,Control Weakness,Low,2022-01-08
4911,HR,Fraudulent Activity,High,2022-08-31
4912,Finance,Control Weakness,Medium,2022-03-23
4913,Finance,Control Weakness,Low,2022-04-11
4914,Finance,Control Weakness,Low,2022-04-13
4915,Finance,Fraudulent Activity,Medium,2022-04-26
4916,IT,Control Weakness,High,2022-03-09
4917,Marketing,Fraudulent Activity,Medium,2022-10-27
4918,Finance,Control Weakness,Medium,2022-10-28
4919,Finance,Control Weakness,Low,2022-04-15
4920,Operations,Control Weakness,Medium,2022-11-20
4921,Operations,Fraudulent Activity,Low,2022-06-26
4922,Operations,Fraudulent Activity,Medium,2022-03-05
4923,Operations,Fraudulent Activity,Medium,2022-11-12
4924,IT,Control Weakness,High,2022-01-05
4925,Finance,Fraudulent Activity,Low,2022-03-03
4926,Finance,Fraudulent Activity,Low,2022-12-20
4927,Finance,Control Weakness,Medium,2022-03-03
4928,Marketing,Fraudulent Activity,Low,2022-10-17
4929,Marketing,Fraudulent Activity,Medium,2022-09-25
4930,Finance,Fraudulent Activity,Medium,2022-05-29
4931,HR,Non-compliance,High,2022-09-28
4932,IT,Non-compliance,Low,2022-08-07
4933,Marketing,Non-compliance,Medium,2022-03-03
4934,IT,Fraudulent Activity,High,2022-04-29
4935,Marketing,Non-compliance,High,2022-11-06
4936,Finance,Control Weakness,Low,2022-10-06
4937,HR,Control Weakness,High,2022-01-26
4938,Marketing,Control Weakness,High,2022-04-28
4939,Operations,Fraudulent Activity,Low,2022-10-26
4940,Finance,Control Weakness,Low,2022-03-26
4941,Marketing,Fraudulent Activity,High,2022-04-26
4942,HR,Control Weakness,Medium,2022-09-27
4943,HR,Fraudulent Activity,Low,2022-09-10
4944,Marketing,Fraudulent Activity,Low,2022-03-25
4945,IT,Non-compliance,Medium,2022-05-14
4946,HR,Control Weakness,Medium,2023-01-01
4947,Finance,Fraudulent Activity,High,2022-08-15
4948,Marketing,Fraudulent Activity,Low,2022-06-02
4949,Operations,Fraudulent Activity,Medium,2022-11-27
4950,HR,Control Weakness,Medium,2022-12-21
4951,HR,Control Weakness,High,2022-02-16
4952,IT,Non-compliance,Medium,2022-07-09
4953,IT,Non-compliance,Medium,2022-03-03
4954,Operations,Fraudulent Activity,High,2022-01-26
4955,HR,Non-compliance,Low,2022-12-04
4956,HR,Fraudulent Activity,Low,2022-06-23
4957,Finance,Control Weakness,Medium,2022-12-27
4958,Finance,Fraudulent Activity,Medium,2022-10-13
4959,Marketing,Non-compliance,Low,2022-06-13
4960,IT,Non-compliance,Medium,2022-07-14
4961,IT,Control Weakness,Low,2022-10-26
4962,Marketing,Fraudulent Activity,Low,2022-01-07
4963,HR,Fraudulent Activity,High,2022-06-21
4964,IT,Control Weakness,Low,2022-07-01
4965,HR,Fraudulent Activity,High,2022-01-29
4966,Finance,Control Weakness,Medium,2022-12-08
4967,Operations,Control Weakness,High,2022-07-02
4968,Operations,Fraudulent Activity,Low,2022-08-30
4969,Marketing,Control Weakness,Low,2022-06-15
4970,IT,Non-compliance,High,2022-10-11
4971,IT,Non-compliance,High,2022-11-02
4972,Marketing,Non-compliance,Medium,2022-04-07
4973,Finance,Non-compliance,High,2022-04-21
4974,Finance,Fraudulent Activity,Medium,2022-06-14
4975,IT,Non-compliance,Low,2022-03-18
4976,IT,Control Weakness,Medium,2022-07-26
4977,Operations,Control Weakness,Medium,2022-01-20
4978,HR,Non-compliance,Low,2022-09-24
4979,IT,Control Weakness,High,2022-03-26
4980,Marketing,Fraudulent Activity,Medium,2022-09-05
4981,Finance,Non-compliance,Medium,2022-04-19
4982,Finance,Non-compliance,High,2022-01-25
4983,HR,Fraudulent Activity,Medium,2022-06-12
4984,Marketing,Non-compliance,Low,2022-08-23
4985,HR,Non-compliance,Low,2022-09-28
4986,Operations,Fraudulent Activity,Low,2022-06-29
4987,Operations,Fraudulent Activity,Medium,2022-11-09
4988,IT,Fraudulent Activity,Low,2022-10-19
4989,Finance,Control Weakness,Medium,2022-09-05
4990,HR,Control Weakness,High,2022-04-03
4991,Operations,Non-compliance,Medium,2022-01-24
